timestamp,job_id,url,platform,template,status,title,duration,cut_start,cut_end,description,hashtags,handle,tiktok_handle,watermark_handle,output_path,tiktok_url,error,duration_seconds
2026-09-05T08:40:12,1788586812-fb9ba7,https://youtu.be/test123,youtube,01,verifying,cap,,,,cap,,,@videosforall19,@mventor,,,,
2026-09-05T08:40:12,1788586812-fb9ba7,https://youtu.be/test123,youtube,01,downloading,cap,,,,cap,,,@videosforall19,@mventor,,,,
2026-09-05T08:40:12,1788586812-fb9ba7,https://youtu.be/test123,youtube,01,montaging,cap,,,,cap,,,@videosforall19,@mventor,,,,
2026-09-05T08:40:12,1788586812-fb9ba7,https://youtu.be/test123,youtube,01,awaiting_approval,cap,,,,cap,,,@videosforall19,@mventor,,,,
2026-09-05T08:40:12,1788586812-fb9ba7,https://youtu.be/test123,youtube,01,uploading,cap,,,,cap,,,@videosforall19,@mventor,,,,
2026-09-05T08:40:12,1788586812-fb9ba7,https://youtu.be/test123,youtube,01,done,cap,,,,cap,,,@videosforall19,@mventor,,,,
2026-09-05T08:40:12,1788586812-ec2904,https://youtu.be/test456,youtube,00,verifying,cap2,,,,cap2,,,@videosforall19,@mventor,,,,
2026-09-05T08:40:12,1788586812-ec2904,https://youtu.be/test456,youtube,00,downloading,cap2,,,,cap2,,,@videosforall19,@mventor,,,,
2026-09-05T08:40:12,1788586812-ec2904,https://youtu.be/test456,youtube,00,montaging,cap2,,,,cap2,,,@videosforall19,@mventor,,,,
2026-09-05T08:40:12,1788586812-ec2904,https://youtu.be/test456,youtube,00,awaiting_approval,cap2,,,,cap2,,,@videosforall19,@mventor,,,,
2026-09-05T08:40:12,1788586812-ec2904,https://youtu.be/test456,youtube,00,cancelled,cap2,,,,cap2,,,@videosforall19,@mventor,,,,
2026-09-05T08:40:12,1788586812-494939,https://youtu.be/test789,youtube,01,awaiting_approval,cap3,,,,cap3,,,@videosforall19,@mventor,,,,
2026-09-05T08:48:31,1788587311-473952,https://youtu.be/test123,youtube,01,verifying,cap,,,,cap,,,@videosforall19,@mventor,,,,
2026-09-05T08:48:31,1788587311-473952,https://youtu.be/test123,youtube,01,downloading,cap,,,,cap,,,@videosforall19,@mventor,,,,
2026-09-05T08:48:31,1788587311-473952,https://youtu.be/test123,youtube,01,montaging,cap,,,,cap,,,@videosforall19,@mventor,,,,
2026-09-05T08:48:31,1788587311-473952,https://youtu.be/test123,youtube,01,awaiting_approval,cap,,,,cap,,,@videosforall19,@mventor,,,,
2026-09-05T08:48:31,1788587311-473952,https://youtu.be/test123,youtube,01,uploading,cap,,,,cap,,,@videosforall19,@mventor,,,,
2026-09-05T08:48:31,1788587311-473952,https://youtu.be/test123,youtube,01,done,cap,,,,cap,,,@videosforall19,@mventor,,,,
2026-09-05T08:48:31,1788587311-c87948,https://youtu.be/test456,youtube,00,verifying,cap2,,,,cap2,,,@videosforall19,@mventor,,,,
2026-09-05T08:48:31,1788587311-c87948,https://youtu.be/test456,youtube,00,downloading,cap2,,,,cap2,,,@videosforall19,@mventor,,,,
2026-09-05T08:48:31,1788587311-c87948,https://youtu.be/test456,youtube,00,montaging,cap2,,,,cap2,,,@videosforall19,@mventor,,,,
2026-09-05T08:48:31,1788587311-c87948,https://youtu.be/test456,youtube,00,awaiting_approval,cap2,,,,cap2,,,@videosforall19,@mventor,,,,
2026-09-05T08:48:31,1788587311-c87948,https://youtu.be/test456,youtube,00,cancelled,cap2,,,,cap2,,,@videosforall19,@mventor,,,,
2026-09-05T08:48:31,1788587311-d43979,https://youtu.be/test789,youtube,01,awaiting_approval,cap3,,,,cap3,,,@videosforall19,@mventor,,,,
